agents,healthStatus,solveConicGibbsGreedyDynamic,PPO_5Bucket_20000000,PPO_5Bucket_50000000,PPO_4Bucket_20000000,solveMILP,PPO_4Bucket_50000000,solveConicGibbsGreedyDynamicCount
"[(0, 3, 0.36538720610614694), (1, 1, 0.4888963340671829), (2, 3, 0.5739364460704359), (3, 3, 0.6861441858530486), (4, 3, 0.25771813072971383), (5, 2, 0.7173129842478595), (6, 3, 0.8546141057173896), (7, 2, 0.7408245184834016), (8, 3, 0.645403679190345), (9, 3, 0.5753601122845555), (10, 1, 0.61202098588196), (11, 1, 0.8921866949621494), (12, 1, 0.6671800531529533), (13, 2, 0.32402916602541787), (14, 2, 0.8267673262470944), (15, 3, 0.3837156501533878), (16, 1, 0.21963995454231255), (17, 2, 0.7487553810264259), (18, 2, 0.29611346264521343), (19, 2, 0.07607152510680792), (20, 3, 0.29201183794767793), (21, 2, 0.14550551331444772), (22, 1, 0.2614817160457613), (23, 3, 0.8664014578490246), (24, 1, 0.6886617407408876), (25, 3, 0.9768309614311289), (26, 3, 0.4194995829425645), (27, 1, 0.6968052902670211), (28, 1, 0.5248271070655655), (29, 2, 0.43335160397214867), (30, 2, 0.14571490671482012), (31, 3, 0.8444455963413646), (32, 3, 0.43204177045627323), (33, 2, 0.14933120225792385), (34, 2, 0.36581538773435596), (35, 1, 0.07987146669402756), (36, 2, 0.5750531277681865), (37, 2, 0.7326829463276), (38, 2, 0.9794303454055083), (39, 1, 0.8415726449606009), (40, 2, 0.340316009869734), (41, 3, 0.39092429000779616), (42, 3, 0.3172032260011439), (43, 2, 0.9684479676594918), (44, 1, 0.9714594017133319), (45, 3, 0.5023345881640096), (46, 3, 0.2361401687118183), (47, 3, 0.09676351049181342), (48, 3, 0.9366759148941648), (49, 2, 0.3729725198636765)]","[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1]",28,22,22,25,29,19,16
"[(0, 1, 0.8962663045120112), (1, 2, 0.058034650676570654), (2, 1, 0.02872606970379621), (3, 1, 0.34144868268841355), (4, 3, 0.6684635193321851), (5, 3, 0.4403526782588145), (6, 1, 0.24694413987662), (7, 1, 0.6635284088359064), (8, 1, 0.9777717868774449), (9, 1, 0.05277917166508339), (10, 3, 0.1668645540655861), (11, 3, 0.9724424766615153), (12, 3, 0.09182065038716591), (13, 1, 0.8187372627746677), (14, 1, 0.5058496064511402), (15, 3, 0.7154293115871165), (16, 3, 0.20585244573908168), (17, 3, 0.6063891832360051), (18, 2, 0.6792652067199462), (19, 2, 0.9932245877195366), (20, 3, 0.05933655801428239), (21, 1, 0.3645029988775602), (22, 1, 0.6215636585408534), (23, 2, 0.9402412904229799), (24, 3, 0.40853067335884863), (25, 1, 0.281027683387312), (26, 2, 0.3613816206476721), (27, 1, 0.7528559383769479), (28, 3, 0.27100659740779975), (29, 1, 0.1582993234150023), (30, 2, 0.31207005957583256), (31, 1, 0.36401728511606957), (32, 2, 0.9906619202129825), (33, 3, 0.42475284718282114), (34, 3, 0.41616644419021065), (35, 1, 0.8647435447423497), (36, 1, 0.4732171874417619), (37, 1, 0.029746378550680852), (38, 2, 0.7733123844774659), (39, 3, 0.6012794566471722), (40, 3, 0.6085787258326922), (41, 3, 0.9448551938692591), (42, 1, 0.8143675804308116), (43, 3, 0.8711288881214581), (44, 1, 0.06829609333891995), (45, 2, 0.9042927611314479), (46, 3, 0.8370436562050113), (47, 3, 0.9059178113918351), (48, 1, 0.22473116378772717), (49, 1, 0.2089315277728765)]","[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0]",36,28,24,27,34,27,36
"[(0, 2, 0.4138403055384351), (1, 3, 0.8591798298362926), (2, 2, 0.32023161556067437), (3, 3, 0.7968102763715136), (4, 2, 0.44993697676823086), (5, 1, 0.9028999996609537), (6, 1, 0.7830508654555175), (7, 3, 0.3037222467642616), (8, 1, 0.5216410630166437), (9, 1, 0.4730637880162675), (10, 1, 0.3661618729190902), (11, 2, 0.9764130357343639), (12, 2, 0.9727924233964964), (13, 1, 0.511640926048517), (14, 1, 0.45841055591885993), (15, 3, 0.6202093164906851), (16, 1, 0.15831867653971343), (17, 2, 0.9008847476352543), (18, 3, 0.3854726226176699), (19, 2, 0.8721251194045757), (20, 3, 0.22448260938000508), (21, 3, 0.4037527090527808), (22, 3, 0.9813636406334173), (23, 3, 0.04002027106531869), (24, 2, 0.7832221150636639), (25, 3, 0.17149463693801492), (26, 3, 0.7606155085199326), (27, 3, 0.8895729646584013), (28, 1, 0.3514889639175002), (29, 2, 0.37258652819992066), (30, 1, 0.05118300628518979), (31, 3, 0.35959506393546337), (32, 3, 0.7196885242865894), (33, 3, 0.8232203525433798), (34, 1, 0.9067095997586313), (35, 1, 0.2691093324255617), (36, 2, 0.6585211551481391), (37, 2, 0.4606059329247981), (38, 2, 0.3809620029664206), (39, 2, 0.041546019356007546), (40, 2, 0.2353776616337957), (41, 3, 0.9449174891001791), (42, 3, 0.5436379899355955), (43, 2, 0.5301171984986109), (44, 2, 0.003950609107996161), (45, 1, 0.4783602166488561), (46, 1, 0.6359850943826584), (47, 1, 0.28035356068369555), (48, 3, 0.6150568958561579), (49, 3, 0.8373730359194255)]","[0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1]",24,25,22,26,23,25,24
"[(0, 1, 0.1546367831345623), (1, 2, 0.6304187987844286), (2, 3, 0.22860187000010146), (3, 3, 0.19451685622370896), (4, 1, 0.5668599801184598), (5, 1, 0.12163820435284378), (6, 1, 0.5836391823888897), (7, 3, 0.37945949073281016), (8, 3, 0.7202291627505563), (9, 3, 0.760836597192627), (10, 3, 0.6052388482236484), (11, 1, 0.8624968205188708), (12, 1, 0.10008839451556817), (13, 3, 0.7623641862672939), (14, 1, 0.4139814146716071), (15, 1, 0.44395213758885277), (16, 2, 0.8362937935316861), (17, 3, 0.06680646745462315), (18, 3, 0.6302926174521509), (19, 2, 0.39952401264478743), (20, 3, 0.8457738674436495), (21, 1, 0.35080017110990336), (22, 3, 0.14826214543819916), (23, 2, 0.2514402980545627), (24, 3, 0.4562405588712338), (25, 1, 0.6006263003360397), (26, 2, 0.0450992397076434), (27, 2, 0.709637822671435), (28, 1, 0.23020554134584792), (29, 2, 0.45003390709213187), (30, 2, 0.4991674090712238), (31, 1, 0.8038089642319552), (32, 2, 0.376202797023376), (33, 2, 0.2958272266516875), (34, 1, 0.25514980258179154), (35, 2, 0.6804952567667893), (36, 3, 0.745994860049655), (37, 2, 0.42395189992581417), (38, 2, 0.08994343146407335), (39, 2, 0.24236748284597665), (40, 1, 0.6539992125621924), (41, 1, 0.5054216793848667), (42, 1, 0.17500722999822982), (43, 1, 0.465057271715245), (44, 1, 0.15050976427896212), (45, 3, 0.23432221010911303), (46, 1, 0.90490596677183), (47, 1, 0.09526278683611666), (48, 1, 0.9915571924035574), (49, 2, 0.6788522842942407)]","[0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1]",18,18,20,14,17,19,0
"[(0, 3, 0.6417470022365397), (1, 3, 0.16444021878449067), (2, 2, 0.4099005739158277), (3, 2, 0.5397386841951353), (4, 1, 0.3707737258308582), (5, 3, 0.8513887246556645), (6, 1, 0.7170608792080361), (7, 3, 0.0855270134122581), (8, 3, 0.4879729087470974), (9, 3, 0.6897633982903639), (10, 2, 0.8167336701453485), (11, 3, 0.8817666854670931), (12, 2, 0.26051928155904214), (13, 3, 0.44782174868591773), (14, 2, 0.06586868019641945), (15, 1, 0.09947592570792141), (16, 1, 0.2449948415712232), (17, 1, 0.5412116541293384), (18, 2, 0.2443178336735612), (19, 1, 0.3952606652764852), (20, 1, 0.37372158765368446), (21, 3, 0.5524898175791915), (22, 1, 0.8953258575330507), (23, 3, 0.35648790430174326), (24, 1, 0.183720155440655), (25, 3, 0.5741416839215592), (26, 2, 0.006258144368373908), (27, 3, 0.29288955632950076), (28, 3, 0.23496651302535765), (29, 2, 0.6741401387540984), (30, 3, 0.8173008375112658), (31, 3, 0.704189736784868), (32, 2, 0.86510102526391), (33, 2, 0.865649508094185), (34, 3, 0.860239775428327), (35, 2, 0.5803629057544132), (36, 3, 0.8642293462757188), (37, 3, 0.743406755796734), (38, 1, 0.3415906650464853), (39, 3, 0.8560243438927334), (40, 3, 0.3942096616903077), (41, 3, 0.312157432493096), (42, 3, 0.5857536643502558), (43, 2, 0.6694143708462668), (44, 3, 0.8836163503736187), (45, 1, 0.5787782921508677), (46, 1, 0.42245768711336307), (47, 3, 0.31286183296642067), (48, 2, 0.7777679216432065), (49, 2, 0.6215369318543077)]","[0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1]",15,6,10,11,7,6,15
"[(0, 1, 0.715584532536473), (1, 1, 0.001201007002131882), (2, 1, 0.421907767560055), (3, 3, 0.3831951718412271), (4, 3, 0.4913929983577383), (5, 3, 0.7124266726399389), (6, 2, 0.5709284120287043), (7, 3, 0.05434335249652644), (8, 1, 0.03157507087497713), (9, 3, 0.5582099173723817), (10, 1, 0.07423325405156322), (11, 2, 0.42728361671844806), (12, 3, 0.23475130242933184), (13, 1, 0.4294751423780062), (14, 1, 0.035880271398203156), (15, 2, 0.1606995732941584), (16, 2, 0.8097559009776595), (17, 3, 0.9728858863827268), (18, 3, 0.6715176479549686), (19, 1, 0.17117184552044373), (20, 1, 0.04613974713086355), (21, 1, 0.3701129370493452), (22, 3, 0.6830387478527568), (23, 2, 0.7498068346455029), (24, 3, 0.22751074300791174), (25, 2, 0.6692650740472627), (26, 1, 0.20477955419265692), (27, 1, 0.8611727222615081), (28, 3, 0.24912602367900083), (29, 3, 0.8717078727820032), (30, 2, 0.9156027256125733), (31, 3, 0.7799076068254067), (32, 1, 0.4873916152293045), (33, 3, 0.8810475100092237), (34, 2, 0.09290390936847359), (35, 3, 0.7007559232903207), (36, 2, 0.46987464963734116), (37, 1, 0.4720988874820151), (38, 3, 0.3106417441728999), (39, 1, 0.6753827776338345), (40, 1, 0.7861734672076768), (41, 1, 0.6500184627710048), (42, 1, 0.027313446258145357), (43, 3, 0.7627490407051928), (44, 3, 0.08578645250335726), (45, 2, 0.5470263585933829), (46, 2, 0.79988714454271), (47, 1, 0.5457418291905626), (48, 3, 0.837087418086564), (49, 3, 0.37126749233698464)]","[1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]",31,22,17,15,32,17,31
"[(0, 2, 0.7808636363024041), (1, 2, 0.12887561881939136), (2, 3, 0.9500387093013158), (3, 1, 0.010140463426162372), (4, 1, 0.1957875132705238), (5, 1, 0.24082810344688532), (6, 3, 0.3886166300652094), (7, 2, 0.08430868069349229), (8, 1, 0.2503155058311951), (9, 2, 0.602189688841598), (10, 1, 0.9111516876509568), (11, 1, 0.9592443424723414), (12, 1, 0.8300670608119836), (13, 1, 0.31814168062277404), (14, 3, 0.8934520141163899), (15, 3, 0.5861773478290367), (16, 3, 0.04355864650937635), (17, 3, 0.7592242253982511), (18, 3, 0.886385119278548), (19, 1, 0.5447121007811899), (20, 2, 0.49956434626015944), (21, 1, 0.6654761314197393), (22, 3, 0.7954171756654212), (23, 3, 0.4992033020076788), (24, 2, 0.293194272355651), (25, 2, 0.1351570632436997), (26, 1, 0.593375497796237), (27, 1, 0.7219456530570076), (28, 2, 0.6093072840381432), (29, 1, 0.4039103831209423), (30, 1, 0.4820690142359313), (31, 3, 0.8222200347584927), (32, 3, 0.4823702191284648), (33, 1, 0.31944435673672145), (34, 2, 0.1521912054942529), (35, 1, 0.5809355330500313), (36, 2, 0.566995573391445), (37, 3, 0.6002268360894358), (38, 3, 0.9586456243866626), (39, 3, 0.7153946516943439), (40, 3, 0.48896887194749183), (41, 1, 0.0583226719854133), (42, 2, 0.14215100492874244), (43, 3, 0.36369831695793353), (44, 2, 0.43513748232354654), (45, 1, 0.9558371790458272), (46, 3, 0.844187208136785), (47, 3, 0.2872296570246279), (48, 2, 0.7454275949811849), (49, 1, 0.8892485106157132)]","[1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1]",31,21,23,26,35,22,31
"[(0, 2, 0.34409010936058204), (1, 2, 0.9741563206450381), (2, 1, 0.8903989485271104), (3, 1, 0.4262171324925311), (4, 1, 0.38127783250919434), (5, 3, 0.6960030356158804), (6, 2, 0.7404083977152897), (7, 1, 0.5372237695448208), (8, 1, 0.7764330392969504), (9, 3, 0.7318254171623931), (10, 3, 0.9533028488202662), (11, 1, 0.2895607041804281), (12, 3, 0.4662029749227915), (13, 2, 0.030591350014876117), (14, 3, 0.7464336495484375), (15, 2, 0.942238739607617), (16, 3, 0.2973050476573982), (17, 1, 0.6839515012924702), (18, 3, 0.42570286475532704), (19, 2, 0.10005995819749236), (20, 3, 0.04435349000586597), (21, 2, 0.6475878414004507), (22, 1, 0.008362616042852378), (23, 1, 0.21329642253833647), (24, 1, 0.549142156030608), (25, 2, 0.3274019763532452), (26, 3, 0.9292560587550016), (27, 2, 0.343129062584261), (28, 3, 0.024886845586892914), (29, 3, 0.884006166390773), (30, 2, 0.6561220170932345), (31, 3, 0.9587469437773386), (32, 1, 0.34081486679357065), (33, 1, 0.9369967546645502), (34, 3, 0.009617226988594352), (35, 1, 0.07595542929858323), (36, 3, 0.38844530759143914), (37, 1, 0.6418323159011085), (38, 2, 0.5728172529783252), (39, 1, 0.19855507665979466), (40, 2, 0.4675018091619404), (41, 3, 0.025266908968490043), (42, 1, 0.8551064894289817), (43, 3, 0.8483327848536822), (44, 2, 0.15916774881452722), (45, 2, 0.994466570921588), (46, 2, 0.720113553970639), (47, 3, 0.6084665182219996), (48, 2, 0.7393302783938478), (49, 3, 0.2697109918212648)]","[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0]",21,24,20,16,20,17,9
"[(0, 2, 0.6404718760120748), (1, 3, 0.34422362678829976), (2, 1, 0.35914788761446226), (3, 1, 0.13469700000872953), (4, 1, 0.022443205975051228), (5, 2, 0.26745062997651914), (6, 3, 0.9447666512391227), (7, 1, 0.8529311527133717), (8, 3, 0.5355486476086224), (9, 3, 0.2643759629006661), (10, 1, 0.9805008164036013), (11, 3, 0.6444606044274981), (12, 1, 0.625314236502256), (13, 2, 0.9558326689267931), (14, 3, 0.027799508519739224), (15, 1, 0.0188091160909043), (16, 1, 0.32772979646786626), (17, 1, 0.4585296408774132), (18, 3, 0.587767483943745), (19, 1, 0.8434467917650498), (20, 3, 0.3362751306600362), (21, 1, 0.3820270091062755), (22, 2, 0.5533748569968907), (23, 2, 0.12936499676616575), (24, 2, 0.8966459079897977), (25, 1, 0.7901745423585556), (26, 2, 0.1535054800215615), (27, 2, 0.43011182318961927), (28, 3, 0.26506073832558374), (29, 1, 0.23282709031381732), (30, 2, 0.42263954991137853), (31, 3, 0.4632443051893298), (32, 2, 0.35150532041025917), (33, 3, 0.5901813307571555), (34, 2, 0.9249425115430303), (35, 2, 0.04921919151705356), (36, 3, 0.10048786086404826), (37, 2, 0.2877245400166253), (38, 1, 0.9302572361803292), (39, 2, 0.8923808263237737), (40, 3, 0.5742625844396627), (41, 1, 0.3643350846163038), (42, 2, 0.7051239897744433), (43, 2, 0.3247978271462637), (44, 2, 0.810281974327532), (45, 2, 0.2165241287740487), (46, 1, 0.9831881957684913), (47, 3, 0.7271697830670999), (48, 1, 0.5812546979204233), (49, 3, 0.034710160575080806)]","[0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0]",18,14,16,20,18,11,18
"[(0, 2, 0.5409671434242155), (1, 3, 0.7335956262216666), (2, 2, 0.3666082175117823), (3, 3, 0.1544727182836495), (4, 2, 0.32003861412629797), (5, 3, 0.276118228470285), (6, 2, 0.6974517585373268), (7, 2, 0.8863289629602785), (8, 2, 0.3691266765268427), (9, 2, 0.8472281188609436), (10, 3, 0.7074884617503155), (11, 2, 0.6143852823330641), (12, 1, 0.004365368114158663), (13, 1, 0.5012450927092247), (14, 2, 0.622528103087812), (15, 2, 0.1523029632426396), (16, 2, 0.05824823894589215), (17, 2, 0.4928191269666625), (18, 1, 0.5418079289408795), (19, 1, 0.027438499639319214), (20, 1, 0.26509204688469656), (21, 3, 0.0811276117737586), (22, 3, 0.5162598883718342), (23, 3, 0.971162941631719), (24, 3, 0.5298164641525263), (25, 1, 0.3386064111650464), (26, 1, 0.8156206508720226), (27, 2, 0.5420890088567109), (28, 3, 0.524771861284946), (29, 1, 0.11468072899826187), (30, 1, 0.452560182570524), (31, 3, 0.05104543862227684), (32, 1, 0.27370775742616105), (33, 1, 0.5379528498663084), (34, 3, 0.29823507920117986), (35, 1, 0.6098265280636744), (36, 2, 0.7911885214262442), (37, 1, 0.7160944257397511), (38, 1, 0.3940850589617112), (39, 2, 0.6791787424034073), (40, 1, 0.17309503676042848), (41, 1, 0.7759346005607004), (42, 2, 0.0537959047302935), (43, 2, 0.0031402697036589933), (44, 3, 0.8635683887984481), (45, 3, 0.47792459307415747), (46, 3, 0.09333010213560333), (47, 3, 0.8077841684096062), (48, 3, 0.2698819552942865), (49, 3, 0.13943416902986183)]","[0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1]",16,13,16,19,13,19,9
"[(0, 2, 0.4828040902392734), (1, 2, 0.4929958224202793), (2, 3, 0.1328329331476592), (3, 1, 0.08366635134747058), (4, 3, 0.25264241871425075), (5, 2, 0.5931493027511332), (6, 2, 0.9123007001960528), (7, 3, 0.16479282862876699), (8, 1, 0.893858030859352), (9, 1, 0.5123873321769835), (10, 1, 0.17388065764002592), (11, 2, 0.45287157227037633), (12, 2, 0.5995748859368286), (13, 3, 0.7514766669614923), (14, 1, 0.28360675349016506), (15, 3, 0.3087416908073263), (16, 3, 0.3085925249381395), (17, 3, 0.4306259663101908), (18, 1, 0.5800741233721015), (19, 1, 0.3713701010248047), (20, 3, 0.9916833144477126), (21, 1, 0.4610934728199798), (22, 3, 0.19738053010685408), (23, 1, 0.34839198489514867), (24, 1, 0.998958475120493), (25, 2, 0.636912014151239), (26, 1, 0.07367734435417816), (27, 3, 0.9828414354722915), (28, 3, 0.7757809890543472), (29, 2, 0.47144445332216967), (30, 3, 0.3571647368220159), (31, 3, 0.7197956698683089), (32, 2, 0.6882771542882218), (33, 2, 0.16816833089183403), (34, 3, 0.2257355474241728), (35, 1, 0.6251011730754139), (36, 2, 0.15624975859250856), (37, 3, 0.08132365782935347), (38, 3, 0.4589188290188885), (39, 2, 0.6014134240673247), (40, 1, 0.5098100366828057), (41, 1, 0.968189855453499), (42, 2, 0.6806890634657944), (43, 1, 0.6943478472701978), (44, 3, 0.5173411304512321), (45, 3, 0.2359331441199678), (46, 3, 0.7457070257672527), (47, 1, 0.6300553320348328), (48, 2, 0.7106365526034439), (49, 2, 0.28107145482716056)]","[0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1]",22,19,21,20,24,24,22
"[(0, 3, 0.5958480578922509), (1, 1, 0.5484153193793249), (2, 2, 0.10837705917523766), (3, 2, 0.8186653559069365), (4, 1, 0.8424363584960216), (5, 2, 0.06954192419099026), (6, 2, 0.1997508829180572), (7, 1, 0.5201173517788324), (8, 2, 0.5547246439487535), (9, 1, 0.49581827265535494), (10, 1, 0.5011801865639258), (11, 1, 0.01761144042821694), (12, 1, 0.9732956300904951), (13, 1, 0.12025715546840432), (14, 2, 0.27722969864379277), (15, 3, 0.6287354532176861), (16, 2, 0.8539609843138941), (17, 3, 0.4043739690051644), (18, 1, 0.8946676434573981), (19, 3, 0.16550237102314946), (20, 1, 0.25872509682191736), (21, 2, 0.9110987511670393), (22, 1, 0.0536497536343894), (23, 2, 0.42511622188232245), (24, 1, 0.8046341971970047), (25, 2, 0.9441596973321987), (26, 1, 0.6862399465274485), (27, 2, 0.740267655441078), (28, 2, 0.6487791210636301), (29, 1, 0.6845370109115156), (30, 3, 0.09074119624146526), (31, 2, 0.9944433712801336), (32, 2, 0.434052180127825), (33, 2, 0.9970942658659419), (34, 2, 0.9863576492573876), (35, 3, 0.9583487362444404), (36, 3, 0.4456297900105167), (37, 1, 0.6466583435005371), (38, 1, 0.735077878794502), (39, 2, 0.7022292497000525), (40, 1, 0.4805188984281755), (41, 3, 0.1541793770453478), (42, 2, 0.6033810255560067), (43, 1, 0.5679244416270655), (44, 3, 0.751282737301095), (45, 1, 0.9848476055055388), (46, 2, 0.3379067913302336), (47, 1, 0.7199627412493873), (48, 3, 0.9561129709328295), (49, 3, 0.9431700957050734)]","[1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1]",26,22,21,22,26,21,15
"[(0, 2, 0.18803264882540394), (1, 2, 0.44579579399129077), (2, 3, 0.2240360404905869), (3, 2, 0.1967968597691333), (4, 2, 0.28865309615649204), (5, 1, 0.15709755557407656), (6, 3, 0.7648311847242841), (7, 1, 0.5505567834797933), (8, 2, 0.5133984059656419), (9, 2, 0.10694146213168632), (10, 2, 0.9085746453409721), (11, 3, 0.041537279351564815), (12, 3, 0.9030792554250605), (13, 3, 0.534982780561799), (14, 2, 0.30247865787508865), (15, 1, 0.6156325283272354), (16, 1, 0.794689603974737), (17, 3, 0.22723483102242492), (18, 3, 0.3788200383082291), (19, 2, 0.03384393136491759), (20, 2, 0.41021584951633794), (21, 2, 0.8357747255196766), (22, 3, 0.12282927975480085), (23, 3, 0.6209539611571133), (24, 2, 0.10003052316259953), (25, 2, 0.925246166964241), (26, 2, 0.38015372126691216), (27, 3, 0.12686629488072632), (28, 2, 0.8380891065481084), (29, 2, 0.9156326155755427), (30, 3, 0.7912786619616758), (31, 3, 0.7870046114882333), (32, 1, 0.1885325657557736), (33, 1, 0.3446738908366578), (34, 2, 0.19176322436018844), (35, 2, 0.04829944906479455), (36, 3, 0.7254806991700782), (37, 2, 0.547317021218015), (38, 1, 0.8041476362724718), (39, 1, 0.3796798265260083), (40, 1, 0.9000594988600311), (41, 1, 0.15331181594146792), (42, 3, 0.9430488548371178), (43, 3, 0.4686856000990899), (44, 1, 0.15531490142341253), (45, 1, 0.6156676462270474), (46, 1, 0.04610937241850843), (47, 2, 0.4550003426009571), (48, 3, 0.9340739041452446), (49, 3, 0.26189442841885024)]","[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1]",36,24,25,23,35,27,36
"[(0, 2, 0.45071686237820585), (1, 3, 0.35355765782201165), (2, 3, 0.9172723040309033), (3, 1, 0.4702376632595666), (4, 2, 0.3007976520323554), (5, 3, 0.32373371430331843), (6, 3, 0.7317171424240057), (7, 2, 0.8783829510999887), (8, 1, 0.5560460087217071), (9, 2, 0.812473462545281), (10, 2, 0.2751078967153969), (11, 2, 0.47374738259442206), (12, 3, 0.8256537715439974), (13, 3, 0.8755870670009539), (14, 3, 0.17619992742550838), (15, 1, 0.41708999074667397), (16, 2, 0.27522769890712173), (17, 2, 0.14089975618404948), (18, 2, 0.0007355314959209824), (19, 1, 0.03670939388189043), (20, 2, 0.10284108923984292), (21, 3, 0.10307453340401784), (22, 3, 0.03664607426284738), (23, 2, 0.09652048888624576), (24, 1, 0.9940707861669472), (25, 3, 0.1086921324847967), (26, 1, 0.6875609804810636), (27, 3, 0.9135662069847401), (28, 3, 0.8434699260849201), (29, 2, 0.18791145781767582), (30, 1, 0.055307830149343484), (31, 2, 0.8344450709457816), (32, 1, 0.8930177816840037), (33, 1, 0.5329447888987358), (34, 2, 0.3946609415070157), (35, 1, 0.22039755269751427), (36, 1, 0.31091164993010456), (37, 2, 0.3173807943322565), (38, 1, 0.3028354652627855), (39, 3, 0.7145514753993726), (40, 3, 0.44019575754753226), (41, 3, 0.5691192007301566), (42, 3, 0.18993621060441035), (43, 3, 0.40894528777754313), (44, 1, 0.7213142221245158), (45, 2, 0.628084535429475), (46, 1, 0.6176196933199879), (47, 2, 0.9693842409735663), (48, 3, 0.12147039751252975), (49, 3, 0.9290633208304507)]","[0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1]",31,27,22,22,34,24,31
