agents,solveMILP,solveSeqRLBucket,solveConicGibbsGreedyDynamic
"[(0, 1, 0.4428951309783472), (1, 1, 0.6196915130551942), (2, 1, 0.8078877367690609), (3, 1, 0.9817538466479043), (4, 1, 0.46472374559088836), (5, 1, 0.13785028905143026), (6, 1, 0.8803921665839339), (7, 1, 0.047500620721036224), (8, 1, 0.5251321089377798), (9, 1, 0.49343857530061785), (10, 1, 0.36016486582264406), (11, 1, 0.5695128099521006), (12, 1, 0.6277587555463707), (13, 1, 0.6340548940307352), (14, 1, 0.6624952847999468), (15, 1, 0.3910732779035352), (16, 1, 0.9220380603689535), (17, 1, 0.7492509096239742), (18, 1, 0.2869313795268901), (19, 1, 0.9274950123405754), (20, 1, 0.11162871842109923), (21, 1, 0.08140387274005456), (22, 1, 0.2654318411520592), (23, 1, 0.9779933327004889), (24, 1, 0.9801022911190239), (25, 1, 0.8567506147191242), (26, 1, 0.24365324329260296), (27, 1, 0.1961768667580014), (28, 1, 0.2530723706381066), (29, 1, 0.6923646337500847), (30, 1, 0.8973254027239373), (31, 1, 0.8776006126291734), (32, 1, 0.04448929029160309), (33, 1, 0.15446557211648326), (34, 1, 0.8244990539690565), (35, 1, 0.8285171185666032), (36, 1, 0.8456759183081396), (37, 1, 0.5479366694067391), (38, 1, 0.06328647599428872), (39, 1, 0.02406798205741223), (40, 1, 0.9481772891486963), (41, 1, 0.3639219402674002), (42, 1, 0.7280484591583212), (43, 1, 0.28834334680285034), (44, 1, 0.10216832743836746), (45, 1, 0.3560446543569724), (46, 1, 0.6466921086895472), (47, 1, 0.7074175566864584), (48, 1, 0.483974305745695), (49, 1, 0.9791988425993541)]",10,5,13.0
"[(0, 1, 0.6702476095066118), (1, 1, 0.9510782276094654), (2, 1, 0.580674501786372), (3, 1, 0.22910514267343007), (4, 1, 0.844959898582048), (5, 1, 0.5600745254924332), (6, 1, 0.07187498154425531), (7, 1, 0.5522117325983333), (8, 1, 0.6776822398226304), (9, 1, 0.6437391691167753), (10, 1, 0.015284901691673958), (11, 1, 0.05358430264672609), (12, 1, 0.13976991298592467), (13, 1, 0.06571350178960167), (14, 1, 0.7226782360051187), (15, 1, 0.14712044285446746), (16, 1, 0.5969098206995852), (17, 1, 0.1925957562781293), (18, 1, 0.26262334592305836), (19, 1, 0.3447357996656918), (20, 1, 0.17596710563692508), (21, 1, 0.3393061737129497), (22, 1, 0.8710366745207965), (23, 1, 0.5435960696945454), (24, 1, 0.19530590138654536), (25, 1, 0.1391304873293524), (26, 1, 0.10586917388154982), (27, 1, 0.9579356844560237), (28, 1, 0.9214077075562537), (29, 1, 0.41411230774037244), (30, 1, 0.02210401151291108), (31, 1, 0.6371158823221656), (32, 1, 0.3037888114575391), (33, 1, 0.5419099702314866), (34, 1, 0.7326983016879721), (35, 1, 0.3705549911106487), (36, 1, 0.18939221804160233), (37, 1, 0.050330345645493324), (38, 1, 0.7207662791969154), (39, 1, 0.6560605665450546), (40, 1, 0.89414026542864), (41, 1, 0.9840279987089293), (42, 1, 0.40282208911757444), (43, 1, 0.7360965884597698), (44, 1, 0.21891990595128907), (45, 1, 0.34485634750073024), (46, 1, 0.18470707393701125), (47, 1, 0.7202358906041915), (48, 1, 0.06854583200311837), (49, 1, 0.70547597955075)]",7,5,5.0
"[(0, 1, 0.3971624420486103), (1, 1, 0.8750646123068937), (2, 1, 0.08467358668899727), (3, 1, 0.8922505479657269), (4, 1, 0.5965322377665551), (5, 1, 0.48139001568735595), (6, 1, 0.6731425553104274), (7, 1, 0.029084128288403344), (8, 1, 0.3109957869757848), (9, 1, 0.029940269786849272), (10, 1, 0.6561662229280041), (11, 1, 0.3372987168298419), (12, 1, 0.9462577385712373), (13, 1, 0.4280302326957318), (14, 1, 0.5521446870180712), (15, 1, 0.7872395408743313), (16, 1, 0.9428558667245368), (17, 1, 0.547955074086887), (18, 1, 0.10486027923366936), (19, 1, 0.7618477176131201), (20, 1, 0.6918662012355591), (21, 1, 0.3710903900363268), (22, 1, 0.23231400958807336), (23, 1, 0.8852669026208354), (24, 1, 0.9011183112627255), (25, 1, 0.7621664156445423), (26, 1, 0.5970965690878635), (27, 1, 0.16726634507177507), (28, 1, 0.02016121834757123), (29, 1, 0.10329139752051109), (30, 1, 0.11940550093938784), (31, 1, 0.5730645128340892), (32, 1, 0.22236852036422072), (33, 1, 0.6825922710648623), (34, 1, 0.09135948759511225), (35, 1, 0.7825420140390177), (36, 1, 0.328474161486375), (37, 1, 0.2686911171335796), (38, 1, 0.6058628045574393), (39, 1, 0.92961361694405), (40, 1, 0.29791432389656936), (41, 1, 0.048051349688351785), (42, 1, 0.44239354268881426), (43, 1, 0.3263035741516649), (44, 1, 0.41124396360545035), (45, 1, 0.14450528904054738), (46, 1, 0.7504615206849068), (47, 1, 0.9213160624504432), (48, 1, 0.4296320097236622), (49, 1, 0.317754878685776)]",6,5,0.0
"[(0, 1, 0.7240992107693109), (1, 1, 0.8629896029582549), (2, 1, 0.7015457243285832), (3, 1, 0.23296533962010968), (4, 1, 0.8969444497626126), (5, 1, 0.7735414739022598), (6, 1, 0.18939915628442894), (7, 1, 0.7642660241101732), (8, 1, 0.10124384971265443), (9, 1, 0.22839715845601516), (10, 1, 0.8225645671891368), (11, 1, 0.22166070587024733), (12, 1, 0.3003145845387455), (13, 1, 0.08971185601307385), (14, 1, 0.8297548315193233), (15, 1, 0.19287236579499212), (16, 1, 0.18835354612033806), (17, 1, 0.7846559195389823), (18, 1, 0.682432302980196), (19, 1, 0.9836779841137577), (20, 1, 0.4375889372692662), (21, 1, 0.40831511440752055), (22, 1, 0.79663775108602), (23, 1, 0.5528616087902747), (24, 1, 0.8043840416103691), (25, 1, 0.751326274637029), (26, 1, 0.9348551508180702), (27, 1, 0.5039782971993493), (28, 1, 0.2869782089987808), (29, 1, 0.9056333656795476), (30, 1, 0.9606581661933054), (31, 1, 0.7281360098364142), (32, 1, 0.7667558468247909), (33, 1, 0.634691782325204), (34, 1, 0.9052310997912449), (35, 1, 0.30771355784696997), (36, 1, 0.3363046257774789), (37, 1, 0.4866576752031947), (38, 1, 0.1915411738878935), (39, 1, 0.5346777459548155), (40, 1, 0.9656097881171523), (41, 1, 0.785418046235602), (42, 1, 0.04732550854235251), (43, 1, 0.3684588678333067), (44, 1, 0.7786216522458984), (45, 1, 0.8587960872393982), (46, 1, 0.26225971170977636), (47, 1, 0.39800496700013277), (48, 1, 0.6313444453977082), (49, 1, 0.29793469374859105)]",8,5,9.0
"[(0, 1, 0.9259831548930872), (1, 1, 0.40483087322056743), (2, 1, 0.3206521980862479), (3, 1, 0.1265911193256074), (4, 1, 0.5259649393587819), (5, 1, 0.1580539597300603), (6, 1, 0.8086866847201527), (7, 1, 0.06598394115854245), (8, 1, 0.18305224457780733), (9, 1, 0.8309382524533037), (10, 1, 0.04484062877788875), (11, 1, 0.38956513876500964), (12, 1, 0.21051345996053206), (13, 1, 0.9200674383548367), (14, 1, 0.2600230052822534), (15, 1, 0.8031241852532308), (16, 1, 0.31855560307555686), (17, 1, 0.030747079449055525), (18, 1, 0.8427762094046383), (19, 1, 0.263626494819847), (20, 1, 0.3640332390170129), (21, 1, 0.6977647586558978), (22, 1, 0.6104164637897445), (23, 1, 0.4109636555557442), (24, 1, 0.07541591234241041), (25, 1, 0.8425641158285362), (26, 1, 0.1412177334008704), (27, 1, 0.4184027358158722), (28, 1, 0.1686383692278639), (29, 1, 0.49554250249021536), (30, 1, 0.3552575856917236), (31, 1, 0.8394636044049898), (32, 1, 0.2973586579528149), (33, 1, 0.08218790003356957), (34, 1, 0.7823813146193158), (35, 1, 0.04879581097731189), (36, 1, 0.45811481860170067), (37, 1, 0.6929844100514289), (38, 1, 0.21885248493081433), (39, 1, 0.8579984499491871), (40, 1, 0.4086387645853138), (41, 1, 0.7735325280827453), (42, 1, 0.32659459278180836), (43, 1, 0.5537956235809817), (44, 1, 0.7529169685723588), (45, 1, 0.1514076295219806), (46, 1, 0.32251095473542934), (47, 1, 0.7304901862084657), (48, 1, 0.27212755360641216), (49, 1, 0.6422273174811831)]",9,5,10.0
"[(0, 1, 0.7535578492468704), (1, 1, 0.5317124117071986), (2, 1, 0.07821843647899263), (3, 1, 0.3517424650137363), (4, 1, 0.3063448974392732), (5, 1, 0.08327309295427443), (6, 1, 0.4853920330804763), (7, 1, 0.5672526559576163), (8, 1, 0.6240386673701587), (9, 1, 0.27258220990664217), (10, 1, 0.8318325739313737), (11, 1, 0.7873717078493877), (12, 1, 0.6305011831828413), (13, 1, 0.8510925586598557), (14, 1, 0.2225407983040273), (15, 1, 0.48707835237794606), (16, 1, 0.5712767179755309), (17, 1, 0.33005539790309446), (18, 1, 0.11323701891391713), (19, 1, 0.7188207542107229), (20, 1, 0.6510201177135894), (21, 1, 0.7933648616873925), (22, 1, 0.9406701890601248), (23, 1, 0.9182969149523006), (24, 1, 0.6842053257380369), (25, 1, 0.20888589324925821), (26, 1, 0.511449338435061), (27, 1, 0.6793398053824395), (28, 1, 0.8801523212179017), (29, 1, 0.49328875056753774), (30, 1, 0.27827190005034896), (31, 1, 0.4560206725142788), (32, 1, 0.38947268928769285), (33, 1, 0.5860978310872044), (34, 1, 0.9970916863090128), (35, 1, 0.13245535974462552), (36, 1, 0.8710761393327145), (37, 1, 0.7598708159739033), (38, 1, 0.34327078156273816), (39, 1, 0.28349943580667225), (40, 1, 0.781607242688735), (41, 1, 0.40339604665268136), (42, 1, 0.5273156696892941), (43, 1, 0.2954105974996444), (44, 1, 0.3825440684824819), (45, 1, 0.8906986334517608), (46, 1, 0.34084651927561227), (47, 1, 0.14102770502597584), (48, 1, 0.7668263003718914), (49, 1, 0.6302692217561049)]",10,5,8.0
"[(0, 1, 0.38638809215856373), (1, 1, 0.48079953882182735), (2, 1, 0.47424608963302906), (3, 1, 0.8701980872392313), (4, 1, 0.29919463342153474), (5, 1, 0.6212873400897037), (6, 1, 0.02000552361178154), (7, 1, 0.49145879231353395), (8, 1, 0.43920543859920924), (9, 1, 0.8105912174526246), (10, 1, 0.6024004145416129), (11, 1, 0.912799454586133), (12, 1, 0.2543845042865832), (13, 1, 0.9165636247907819), (14, 1, 0.48078695608990485), (15, 1, 0.8574451754220846), (16, 1, 0.9533242859534168), (17, 1, 0.6978177039763178), (18, 1, 0.01252883147059336), (19, 1, 0.8353355878778966), (20, 1, 0.9334371490239596), (21, 1, 0.028342658649713415), (22, 1, 0.3718649214980515), (23, 1, 0.7171300744327919), (24, 1, 0.9540798281912509), (25, 1, 0.6439679993190223), (26, 1, 0.6656768007209988), (27, 1, 0.7047215335368806), (28, 1, 0.3856205444454096), (29, 1, 0.813506077621866), (30, 1, 0.4233314326035479), (31, 1, 0.9110142948172748), (32, 1, 0.2141022706197162), (33, 1, 0.990328611359408), (34, 1, 0.3170692788503623), (35, 1, 0.7336335979662345), (36, 1, 0.31692546608733996), (37, 1, 0.6207885311307181), (38, 1, 0.9830413826236365), (39, 1, 0.86106224912476), (40, 1, 0.09339548648066442), (41, 1, 0.7825282027829673), (42, 1, 0.5379419718470061), (43, 1, 0.9900638838474549), (44, 1, 0.0613773276144165), (45, 1, 0.8747061642809913), (46, 1, 0.9899445105197399), (47, 1, 0.41587231491752596), (48, 1, 0.0296428690278574), (49, 1, 0.5469490411503309)]",17,5,10.0
"[(0, 1, 0.6661208875194794), (1, 1, 0.836133638072078), (2, 1, 0.012533254215405298), (3, 1, 0.27636086686368866), (4, 1, 0.4752602559232958), (5, 1, 0.8897861596498482), (6, 1, 0.9799688267827764), (7, 1, 0.20917798643788865), (8, 1, 0.39941162119837226), (9, 1, 0.15793837591541782), (10, 1, 0.9168294256264671), (11, 1, 0.34149909975503767), (12, 1, 0.1557920551115496), (13, 1, 0.9145382722811695), (14, 1, 0.9306443741754591), (15, 1, 0.053435587466041046), (16, 1, 0.46638973558169405), (17, 1, 0.23564686150934466), (18, 1, 0.9507759782858777), (19, 1, 0.577027100628129), (20, 1, 0.6749933148564327), (21, 1, 0.5157523129286004), (22, 1, 0.7217034638515292), (23, 1, 0.3157538132224742), (24, 1, 0.46878405760697117), (25, 1, 0.6028266774161274), (26, 1, 0.6440174130427864), (27, 1, 0.32446308595203277), (28, 1, 0.1504904288742358), (29, 1, 0.4259542643160745), (30, 1, 0.42019629065428377), (31, 1, 0.8422755121638947), (32, 1, 0.5947498995961317), (33, 1, 0.30941013973632736), (34, 1, 0.16223574023258025), (35, 1, 0.40722630069902765), (36, 1, 0.9053169443926312), (37, 1, 0.4765038028849051), (38, 1, 0.9670627471653178), (39, 1, 0.19670818622842112), (40, 1, 0.1193358997662971), (41, 1, 0.3235636628487377), (42, 1, 0.9578685604314211), (43, 1, 0.3132887347668314), (44, 1, 0.8489752991463809), (45, 1, 0.7598208663318066), (46, 1, 0.4136866129619198), (47, 1, 0.20674649476797702), (48, 1, 0.3488328711860751), (49, 1, 0.41617950379516244)]",14,0,13.0
"[(0, 1, 0.5560053863840555), (1, 1, 0.1519665273445957), (2, 1, 0.24827142673416824), (3, 1, 0.10158093605809793), (4, 1, 0.9286010636509106), (5, 1, 0.5376121139723101), (6, 1, 0.06556411739348755), (7, 1, 0.19911219900945476), (8, 1, 0.9311203781946709), (9, 1, 0.6953797350964168), (10, 1, 0.2647033832448481), (11, 1, 0.8696283994386289), (12, 1, 0.8826583815128247), (13, 1, 0.2437089090495972), (14, 1, 0.8098576456720303), (15, 1, 0.15033033360416814), (16, 1, 0.39109453128872707), (17, 1, 0.26342068912968464), (18, 1, 0.18849113114142568), (19, 1, 0.0640748746073414), (20, 1, 0.6998825424944389), (21, 1, 0.7885516543349382), (22, 1, 0.10453054589997823), (23, 1, 0.5831400552972307), (24, 1, 0.7641796218537521), (25, 1, 0.38433632283787733), (26, 1, 0.037877170714639696), (27, 1, 0.9845091105109182), (28, 1, 0.8400917399037133), (29, 1, 0.7427044271655941), (30, 1, 0.2505718418604609), (31, 1, 0.605446521287381), (32, 1, 0.9301523005490729), (33, 1, 0.5028152218229693), (34, 1, 0.036769688013145174), (35, 1, 0.9267897144484354), (36, 1, 0.6892146058684683), (37, 1, 0.43535909580021614), (38, 1, 0.24306153222433569), (39, 1, 0.2337534189716406), (40, 1, 0.14257246499400722), (41, 1, 0.872861281422554), (42, 1, 0.03399287006178686), (43, 1, 0.7079678718452096), (44, 1, 0.07191186643306013), (45, 1, 0.9040031210015627), (46, 1, 0.5480088537313268), (47, 1, 0.5905029568161874), (48, 1, 0.4397486434442647), (49, 1, 0.019178463181726224)]",8,5,12.0
"[(0, 1, 0.26211490957324746), (1, 1, 0.2972861400674127), (2, 1, 0.3240375829612837), (3, 1, 0.6020388920697308), (4, 1, 0.6991160455568253), (5, 1, 0.4437059617630219), (6, 1, 0.007051756373741114), (7, 1, 0.7159090299007715), (8, 1, 0.07704590698299885), (9, 1, 0.14360321112519392), (10, 1, 0.5126596279257465), (11, 1, 0.8038995801017603), (12, 1, 0.28027785487133383), (13, 1, 0.8768421309965249), (14, 1, 0.3373226573814071), (15, 1, 0.8680497369649547), (16, 1, 0.3900179509110696), (17, 1, 0.4432146959917779), (18, 1, 0.004192186229440398), (19, 1, 0.12328665024788177), (20, 1, 0.7902384648631919), (21, 1, 0.8604261169154621), (22, 1, 0.8249045729169795), (23, 1, 0.8970010388864644), (24, 1, 0.7925262336332457), (25, 1, 0.536815029560693), (26, 1, 0.9729896916143648), (27, 1, 0.3368173937211324), (28, 1, 0.841395996524858), (29, 1, 0.4626686685005451), (30, 1, 0.5024547534066625), (31, 1, 0.219736638560461), (32, 1, 0.4771015965618889), (33, 1, 0.7502099864492595), (34, 1, 0.7511708467782233), (35, 1, 0.33756009818465627), (36, 1, 0.41009405004465815), (37, 1, 0.853557063035866), (38, 1, 0.7218368728590102), (39, 1, 0.6938055803963735), (40, 1, 0.5417040449636265), (41, 1, 0.5142569882871713), (42, 1, 0.3557649731595074), (43, 1, 0.5100438146095687), (44, 1, 0.2620610454707113), (45, 1, 0.957900523255152), (46, 1, 0.465776253653977), (47, 1, 0.9686412073410207), (48, 1, 0.08495280272432792), (49, 1, 0.44368763707562153)]",11,9,9.0
"[(0, 1, 0.6804247361643961), (1, 1, 0.3693956698875088), (2, 1, 0.570973924347637), (3, 1, 0.36551910416556666), (4, 1, 0.8767934681040115), (5, 1, 0.6752773930129268), (6, 1, 0.9847285294007635), (7, 1, 0.6466569639406272), (8, 1, 0.13357499300986453), (9, 1, 0.43205802375806346), (10, 1, 0.8034207200301662), (11, 1, 0.6835199414067941), (12, 1, 0.3301924326091006), (13, 1, 0.8861979973421724), (14, 1, 0.4109490301603268), (15, 1, 0.259812652157543), (16, 1, 0.05266254786335045), (17, 1, 0.5265448903545358), (18, 1, 0.14839610343869425), (19, 1, 0.8767148814849193), (20, 1, 0.42144847889013537), (21, 1, 0.4596173218751195), (22, 1, 0.3274721752113806), (23, 1, 0.30707975053763303), (24, 1, 0.24992069207190448), (25, 1, 0.7657276225499605), (26, 1, 0.6346515846003589), (27, 1, 0.5381086281549503), (28, 1, 0.8841296845408683), (29, 1, 0.10900825109164236), (30, 1, 0.7951083462253338), (31, 1, 0.15793525308492506), (32, 1, 0.4326640246916602), (33, 1, 0.607422864476217), (34, 1, 0.15909064988932697), (35, 1, 0.8001746937741051), (36, 1, 0.14059249593187362), (37, 1, 0.17829004616981903), (38, 1, 0.8379489458906914), (39, 1, 0.10966743849433269), (40, 1, 0.047633334879260913), (41, 1, 0.8753671805622855), (42, 1, 0.7703070098912211), (43, 1, 0.7340189146284364), (44, 1, 0.9492703869295863), (45, 1, 0.846919091990729), (46, 1, 0.26205488171566094), (47, 1, 0.7818172879491133), (48, 1, 0.0023346572046547553), (49, 1, 0.8842599127978851)]",14,0,12.0
"[(0, 1, 0.9159633020214939), (1, 1, 0.19692485660779813), (2, 1, 0.17280784522573345), (3, 1, 0.5339850552552061), (4, 1, 0.7991794380531472), (5, 1, 0.07156750200564377), (6, 1, 0.9954518366925384), (7, 1, 0.5907006612296015), (8, 1, 0.5627081657198113), (9, 1, 0.6493842799679892), (10, 1, 0.9920520685284316), (11, 1, 0.05808918809008279), (12, 1, 0.2093226621802431), (13, 1, 0.7789697338276927), (14, 1, 0.45549671495501876), (15, 1, 0.2265757301402016), (16, 1, 0.2241471604888846), (17, 1, 0.30792135055123826), (18, 1, 0.6314247915158968), (19, 1, 0.7555652092444854), (20, 1, 0.6136471749316174), (21, 1, 0.11622687788810404), (22, 1, 0.8151445327462158), (23, 1, 0.06463389167217992), (24, 1, 0.2996967990996443), (25, 1, 0.04115720134711176), (26, 1, 0.6083882052054661), (27, 1, 0.5586167876759043), (28, 1, 0.560244073454363), (29, 1, 0.8229695681876156), (30, 1, 0.48255164767880776), (31, 1, 0.8798596515520977), (32, 1, 0.8289048949865029), (33, 1, 0.21366469632621932), (34, 1, 0.16451692919493044), (35, 1, 0.6268228450036729), (36, 1, 0.9387350509728274), (37, 1, 0.6885086191223153), (38, 1, 0.12368366353446891), (39, 1, 0.8430311280719074), (40, 1, 0.4920427484187655), (41, 1, 0.0002917135288820205), (42, 1, 0.08951093137199395), (43, 1, 0.44581691254354006), (44, 1, 0.37560955781156546), (45, 1, 0.9396184936809575), (46, 1, 0.07215600503747588), (47, 1, 0.025433892363627586), (48, 1, 0.6570865916314897), (49, 1, 0.5391476874725389)]",10,5,11.0
"[(0, 1, 0.8778606581910569), (1, 1, 0.6190514451927478), (2, 1, 0.1631312025354904), (3, 1, 0.7876647415864223), (4, 1, 0.11212854770758274), (5, 1, 0.7297876411370889), (6, 1, 0.12440311638038659), (7, 1, 0.6008154337909614), (8, 1, 0.07902612783784602), (9, 1, 0.837341685495494), (10, 1, 0.23502536495386062), (11, 1, 0.9692133199712888), (12, 1, 0.40670118902173624), (13, 1, 0.8594513693252349), (14, 1, 0.6023539911999515), (15, 1, 0.016726473042337098), (16, 1, 0.9098502764213776), (17, 1, 0.8048707364094214), (18, 1, 0.8885691569343764), (19, 1, 0.3655840376001397), (20, 1, 0.8407210030474945), (21, 1, 0.7336315947987739), (22, 1, 0.3555086098322866), (23, 1, 0.6499535307917567), (24, 1, 0.8554440394027159), (25, 1, 0.2843395531525452), (26, 1, 0.21747501377055478), (27, 1, 0.5286373333783979), (28, 1, 0.45972901416702816), (29, 1, 0.5928007963418394), (30, 1, 0.037295370723085974), (31, 1, 0.3169046929896072), (32, 1, 0.3219404986836727), (33, 1, 0.13283875379818377), (34, 1, 0.8324664882942691), (35, 1, 0.6316384232762507), (36, 1, 0.7306469651655506), (37, 1, 0.8787483283526039), (38, 1, 0.846404274768592), (39, 1, 0.7210975001021094), (40, 1, 0.25299075598196397), (41, 1, 0.7942675062587846), (42, 1, 0.4885494834107339), (43, 1, 0.8762824212698204), (44, 1, 0.5079163302836318), (45, 1, 0.7248845393382658), (46, 1, 0.425431721320485), (47, 1, 0.31341290231368224), (48, 1, 0.23661363207781871), (49, 1, 0.6880523414451063)]",11,5,5.0
"[(0, 1, 0.004740749140427658), (1, 1, 0.534607905377463), (2, 1, 0.7133639595703883), (3, 1, 0.34025264234911323), (4, 1, 0.01712751918962796), (5, 1, 0.7557895868203175), (6, 1, 0.1270380453092118), (7, 1, 0.5762450928409092), (8, 1, 0.49497256171235526), (9, 1, 0.9541548179301943), (10, 1, 0.3037293371616949), (11, 1, 0.7161093228602758), (12, 1, 0.15730539737535976), (13, 1, 0.8399946872110197), (14, 1, 0.43589817623686267), (15, 1, 0.20649471567421085), (16, 1, 0.5580867553892953), (17, 1, 0.5170164583952958), (18, 1, 0.04530888906208552), (19, 1, 0.6462940477008253), (20, 1, 0.49892560843516753), (21, 1, 0.21930946964852915), (22, 1, 0.8298926129645509), (23, 1, 0.08304924518310275), (24, 1, 0.041521280399742455), (25, 1, 0.9662078245011718), (26, 1, 0.9031701778666154), (27, 1, 0.9333318069715172), (28, 1, 0.5850372430191085), (29, 1, 0.03766212781269551), (30, 1, 0.805924492807301), (31, 1, 0.09552136762575891), (32, 1, 0.49648216161807035), (33, 1, 0.618051593967027), (34, 1, 0.533958376145823), (35, 1, 0.22886138064133), (36, 1, 0.2022141578779869), (37, 1, 0.14222413046935733), (38, 1, 0.5035247753672958), (39, 1, 0.16529527716178216), (40, 1, 0.2617832024667047), (41, 1, 0.5169447324622474), (42, 1, 0.9880740222732534), (43, 1, 0.984806123065053), (44, 1, 0.13212844484291686), (45, 1, 0.9534089629786597), (46, 1, 0.8477183046911451), (47, 1, 0.6150799947161516), (48, 1, 0.3139775438769197), (49, 1, 0.507937166564276)]",12,5,8.0
"[(0, 1, 0.17584082275278712), (1, 1, 0.6047774474693036), (2, 1, 0.012891384329942635), (3, 1, 0.9391898403039036), (4, 1, 0.48903514799198555), (5, 1, 0.8739998699061609), (6, 1, 0.42256269351038944), (7, 1, 0.6744857566000049), (8, 1, 0.4495944372616548), (9, 1, 0.2648672994865072), (10, 1, 0.12557128086414648), (11, 1, 0.4873239167250566), (12, 1, 0.8147127536796274), (13, 1, 0.26552419273207883), (14, 1, 0.6901308549227184), (15, 1, 0.1938577981499997), (16, 1, 0.6290134286151914), (17, 1, 0.5360916181502305), (18, 1, 0.23666480975351967), (19, 1, 0.7073359363715641), (20, 1, 0.8123695979142929), (21, 1, 0.8363780677313213), (22, 1, 0.7012130911980399), (23, 1, 0.6829895976670104), (24, 1, 0.44409048992195277), (25, 1, 0.8909736002046178), (26, 1, 0.37382811215677947), (27, 1, 0.728325845349406), (28, 1, 0.06077945469106816), (29, 1, 0.6493888836261588), (30, 1, 0.97117322218098), (31, 1, 0.4504813606726774), (32, 1, 0.9949709363501035), (33, 1, 0.7251337220338089), (34, 1, 0.7840696413004771), (35, 1, 0.9959670020196144), (36, 1, 0.18701251941671715), (37, 1, 0.23933043082730243), (38, 1, 0.7474411785295135), (39, 1, 0.8152050717239687), (40, 1, 0.5017241394063565), (41, 1, 0.4822370506971059), (42, 1, 0.7415002215409467), (43, 1, 0.7946773368139086), (44, 1, 0.26860753861776254), (45, 1, 0.7245420448550088), (46, 1, 0.19052400057766306), (47, 1, 0.02841517115739456), (48, 1, 0.26291556275635186), (49, 1, 0.8342456593036535)]",12,10,13.0
"[(0, 1, 0.3561362872001673), (1, 1, 0.8755819876742047), (2, 1, 0.8810687704652442), (3, 1, 0.8235105545758625), (4, 1, 0.0991751546505879), (5, 1, 0.8495796432618777), (6, 1, 0.13721457152488592), (7, 1, 0.029625268356603396), (8, 1, 0.5019261986891771), (9, 1, 0.7504503987895729), (10, 1, 0.9830386126172449), (11, 1, 0.7540735503363992), (12, 1, 0.8988952314678778), (13, 1, 0.7339356508922869), (14, 1, 0.5551814790897733), (15, 1, 0.800421920211916), (16, 1, 0.13333535222049486), (17, 1, 0.29749653331878745), (18, 1, 0.22450607554662416), (19, 1, 0.7597398150907411), (20, 1, 0.4826941548298942), (21, 1, 0.42403176572335743), (22, 1, 0.7241322869178751), (23, 1, 0.0064919577079519675), (24, 1, 0.9428460119729857), (25, 1, 0.28078037368429276), (26, 1, 0.029046136724508953), (27, 1, 0.48535415874599863), (28, 1, 0.9320092015229516), (29, 1, 0.015059302223805582), (30, 1, 0.20365860409919279), (31, 1, 0.3055363591203667), (32, 1, 0.020221263428002012), (33, 1, 0.5636256215575369), (34, 1, 0.776108508807301), (35, 1, 0.3670938025604904), (36, 1, 0.18979106108320576), (37, 1, 0.995909451663004), (38, 1, 0.3717498712599191), (39, 1, 0.9435525058434344), (40, 1, 0.552990523514066), (41, 1, 0.397084828846458), (42, 1, 0.46595474942282633), (43, 1, 0.17069335543888564), (44, 1, 0.9628657401744937), (45, 1, 0.47363140417113914), (46, 1, 0.8344950384854211), (47, 1, 0.6924351285311701), (48, 1, 0.7795650316290057), (49, 1, 0.25729458588918774)]",15,5,14.0
"[(0, 1, 0.09194811767955391), (1, 1, 0.0005513848201343929), (2, 1, 0.9075517652673833), (3, 1, 0.26354995121814195), (4, 1, 0.5699167552278114), (5, 1, 0.1381114461035432), (6, 1, 0.049061596620413095), (7, 1, 0.5394578612255134), (8, 1, 0.1235860690884043), (9, 1, 0.19132171251642982), (10, 1, 0.6770730465153371), (11, 1, 0.42147335442012734), (12, 1, 0.05865467735943142), (13, 1, 0.19159066887726872), (14, 1, 0.4803500514182749), (15, 1, 0.37587073051060704), (16, 1, 0.32596640340643057), (17, 1, 0.8239185791671559), (18, 1, 0.8062429078726145), (19, 1, 0.841995387128371), (20, 1, 0.5130007685211353), (21, 1, 0.6710797600910249), (22, 1, 0.673104191013989), (23, 1, 0.21255245206101014), (24, 1, 0.8043677772038905), (25, 1, 0.7347425344199578), (26, 1, 0.7648482222717558), (27, 1, 0.5905848053410643), (28, 1, 0.8153145385469316), (29, 1, 0.17792368718737206), (30, 1, 0.7630944132459109), (31, 1, 0.16946546534381723), (32, 1, 0.8691340489919639), (33, 1, 0.9005579486016043), (34, 1, 0.06898269791493472), (35, 1, 0.28316192144042185), (36, 1, 0.019582600494666202), (37, 1, 0.46890501507578075), (38, 1, 0.37902577417284455), (39, 1, 0.6122798741141418), (40, 1, 0.6031542421810158), (41, 1, 0.6147015465388849), (42, 1, 0.27318073624953265), (43, 1, 0.15642640431739208), (44, 1, 0.9330132884312424), (45, 1, 0.16994048013012675), (46, 1, 0.9433082126670871), (47, 1, 0.1546762953186015), (48, 1, 0.5175256099348367), (49, 1, 0.7839370526483348)]",3,0,10.0
